,year,month,series_id,series_desc,level,order,curr_weight
11203,2014,5,CUUR0000SETB,Motor fuel,3,31,5.562
11204,2014,5,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.43
11205,2014,5,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.138
11206,2014,5,CUUR0000SETE,Motor vehicle insurance,3,34,2.2
11207,2014,5,CUUR0000SETF,Motor vehicle fees,3,35,0.559
11208,2014,5,CUUR0000SETG,Public transportation,2,36,1.235
11209,2014,5,CUUR0000SETG01,Airline fare,3,37,0.825
11210,2014,5,CUUR0000SETG02,Other intercity transportation,3,38,0.152
11211,2014,5,CUUR0000SETG03,Intracity transportation,3,39,0.254
11212,2014,5,CUUR0000SAM,Medical care,1,40,7.532
11213,2014,5,CUUR0000SAM1,Medical care commodities,2,41,1.707
11214,2014,5,CUUR0000SAM2,Medical care services,2,42,5.824
11215,2014,5,CUUR0000SAR,Recreation,1,43,5.732
11216,2014,5,CUUR0000SERA,Video and audio,2,44,1.861
11217,2014,5,CUUR0000SERB,"Pets, pet products and services",2,45,1.036
11218,2014,5,CUUR0000SERC,Sporting goods,2,46,0.402
11219,2014,5,CUUR0000SERD,Photography,2,47,0.122
11220,2014,5,CUUR0000SERE,Other recreational goods,2,48,0.39
11221,2014,5,CUUR0000SERF,Recreation services,2,49,1.702
11222,2014,5,CUUR0000SERG,Recreational reading materials,2,50,0.217
11223,2014,5,CUUR0000SAE,Education and communication,1,51,6.962
11224,2014,5,CUUR0000SAE1,Education,2,52,3.192
11225,2014,5,CUUR0000SAE2,Communication,2,53,3.77
11226,2014,5,CUUR0000SAG,Other goods and services,1,54,3.322
11227,2014,5,CUUR0000SEGA,Tobacco and smoking products,2,55,0.695
11228,2014,5,CUUR0000SAG1,Personal care goods and services,2,56,2.627
11229,2014,6,CUUR0000SA0,All items ,0,0,100.0
11230,2014,6,CUUR0000SAF,Food and beverages,1,1,14.828
11231,2014,6,CUUR0000SAF11,Food at home,2,2,8.188
11232,2014,6,CUUR0000SAF111,Cereals and bakery products,3,3,1.122
11233,2014,6,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.922
11234,2014,6,CUUR0000SEFJ,Dairy and related products,3,5,0.865
11235,2014,6,CUUR0000SAF113,Fruits and vegetables,3,6,1.348
11236,2014,6,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.928
11237,2014,6,CUUR0000SAF115,Other food at home,3,8,2.004
11238,2014,6,CUUR0000SEFV,Food away from home,2,9,5.649
11239,2014,6,CUUR0000SAF116,Alcoholic beverages,2,10,0.991
11240,2014,6,CUUR0000SAH,Housing,1,11,41.413
11241,2014,6,CUUR0000SAH1,Shelter,2,12,31.84
11242,2014,6,CUUR0000SEHA,Rent of primary residence,3,13,6.913
11243,2014,6,CUUR0000SEHB,Lodging away from home,3,14,0.932
11244,2014,6,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.256
11245,2014,6,CUUR0000SEHD,Tenants and household insurance,3,16,0.361
11246,2014,6,CUUR0000SAH2,Fuels and utilities,2,17,5.403
11247,2014,6,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.259
11248,2014,6,CUUR0000SEHF,Energy services,3,19,3.974
11249,2014,6,CUUR0000SEHG,Water and Sewer Services,3,20,1.169
11250,2014,6,CUUR0000SAH3,Household furnishings and operations,2,21,4.172
11251,2014,6,CUUR0000SAA,Apparel,1,22,3.383
11252,2014,6,CUUR0000SAA1,Men's and boys' apparel,2,23,0.864
11253,2014,6,CUUR0000SAA2,Women's and girls' apparel,2,24,1.468
11254,2014,6,CUUR0000SEAE,Footwear,2,25,0.703
11255,2014,6,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.131
11256,2014,6,CUUR0000SEAG,Jewelry and watches,2,27,0.218
11257,2014,6,CUUR0000SAT,Transportation,1,28,16.855
11258,2014,6,CUUR0000SAT1,Private Transportation,2,29,15.618
11259,2014,6,CUUR0000SETA,New and used motor vehicles,3,30,5.728
11260,2014,6,CUUR0000SETB,Motor fuel,3,31,5.566
11261,2014,6,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.428
11262,2014,6,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.138
11263,2014,6,CUUR0000SETE,Motor vehicle insurance,3,34,2.199
11264,2014,6,CUUR0000SETF,Motor vehicle fees,3,35,0.557
11265,2014,6,CUUR0000SETG,Public transportation,2,36,1.237
11266,2014,6,CUUR0000SETG01,Airline fare,3,37,0.825
11267,2014,6,CUUR0000SETG02,Other intercity transportation,3,38,0.154
11268,2014,6,CUUR0000SETG03,Intracity transportation,3,39,0.254
11269,2014,6,CUUR0000SAM,Medical care,1,40,7.526
11270,2014,6,CUUR0000SAM1,Medical care commodities,2,41,1.713
11271,2014,6,CUUR0000SAM2,Medical care services,2,42,5.813
11272,2014,6,CUUR0000SAR,Recreation,1,43,5.723
11273,2014,6,CUUR0000SERA,Video and audio,2,44,1.855
11274,2014,6,CUUR0000SERB,"Pets, pet products and services",2,45,1.037
11275,2014,6,CUUR0000SERC,Sporting goods,2,46,0.402
11276,2014,6,CUUR0000SERD,Photography,2,47,0.121
11277,2014,6,CUUR0000SERE,Other recreational goods,2,48,0.389
11278,2014,6,CUUR0000SERF,Recreation services,2,49,1.702
11279,2014,6,CUUR0000SERG,Recreational reading materials,2,50,0.215
11280,2014,6,CUUR0000SAE,Education and communication,1,51,6.951
11281,2014,6,CUUR0000SAE1,Education,2,52,3.191
11282,2014,6,CUUR0000SAE2,Communication,2,53,3.76
11283,2014,6,CUUR0000SAG,Other goods and services,1,54,3.322
11284,2014,6,CUUR0000SEGA,Tobacco and smoking products,2,55,0.7
11285,2014,6,CUUR0000SAG1,Personal care goods and services,2,56,2.621
11286,2014,7,CUUR0000SA0,All items ,0,0,100.0
11287,2014,7,CUUR0000SAF,Food and beverages,1,1,14.873
11288,2014,7,CUUR0000SAF11,Food at home,2,2,8.214
11289,2014,7,CUUR0000SAF111,Cereals and bakery products,3,3,1.127
11290,2014,7,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.93
11291,2014,7,CUUR0000SEFJ,Dairy and related products,3,5,0.867
11292,2014,7,CUUR0000SAF113,Fruits and vegetables,3,6,1.341
11293,2014,7,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.931
11294,2014,7,CUUR0000SAF115,Other food at home,3,8,2.018
11295,2014,7,CUUR0000SEFV,Food away from home,2,9,5.668
11296,2014,7,CUUR0000SAF116,Alcoholic beverages,2,10,0.99
11297,2014,7,CUUR0000SAH,Housing,1,11,41.532
11298,2014,7,CUUR0000SAH1,Shelter,2,12,31.947
11299,2014,7,CUUR0000SEHA,Rent of primary residence,3,13,6.939
11300,2014,7,CUUR0000SEHB,Lodging away from home,3,14,0.946
11301,2014,7,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.315
11302,2014,7,CUUR0000SEHD,Tenants and household insurance,3,16,0.364
11303,2014,7,CUUR0000SAH2,Fuels and utilities,2,17,5.424
11304,2014,7,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.259
11305,2014,7,CUUR0000SEHF,Energy services,3,19,3.985
11306,2014,7,CUUR0000SEHG,Water and Sewer Services,3,20,1.179
11307,2014,7,CUUR0000SAH3,Household furnishings and operations,2,21,4.162
11308,2014,7,CUUR0000SAA,Apparel,1,22,3.314
11309,2014,7,CUUR0000SAA1,Men's and boys' apparel,2,23,0.856
11310,2014,7,CUUR0000SAA2,Women's and girls' apparel,2,24,1.401
11311,2014,7,CUUR0000SEAE,Footwear,2,25,0.706
11312,2014,7,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.131
11313,2014,7,CUUR0000SEAG,Jewelry and watches,2,27,0.221
11314,2014,7,CUUR0000SAT,Transportation,1,28,16.735
11315,2014,7,CUUR0000SAT1,Private Transportation,2,29,15.563
11316,2014,7,CUUR0000SETA,New and used motor vehicles,3,30,5.746
11317,2014,7,CUUR0000SETB,Motor fuel,3,31,5.485
11318,2014,7,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.429
11319,2014,7,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.142
11320,2014,7,CUUR0000SETE,Motor vehicle insurance,3,34,2.204
11321,2014,7,CUUR0000SETF,Motor vehicle fees,3,35,0.558
11322,2014,7,CUUR0000SETG,Public transportation,2,36,1.172
11323,2014,7,CUUR0000SETG01,Airline fare,3,37,0.759
11324,2014,7,CUUR0000SETG02,Other intercity transportation,3,38,0.155
11325,2014,7,CUUR0000SETG03,Intracity transportation,3,39,0.255
11326,2014,7,CUUR0000SAM,Medical care,1,40,7.539
11327,2014,7,CUUR0000SAM1,Medical care commodities,2,41,1.721
11328,2014,7,CUUR0000SAM2,Medical care services,2,42,5.818
11329,2014,7,CUUR0000SAR,Recreation,1,43,5.715
11330,2014,7,CUUR0000SERA,Video and audio,2,44,1.844
11331,2014,7,CUUR0000SERB,"Pets, pet products and services",2,45,1.032
11332,2014,7,CUUR0000SERC,Sporting goods,2,46,0.4
11333,2014,7,CUUR0000SERD,Photography,2,47,0.12
11334,2014,7,CUUR0000SERE,Other recreational goods,2,48,0.389
11335,2014,7,CUUR0000SERF,Recreation services,2,49,1.713
11336,2014,7,CUUR0000SERG,Recreational reading materials,2,50,0.214
11337,2014,7,CUUR0000SAE,Education and communication,1,51,6.965
11338,2014,7,CUUR0000SAE1,Education,2,52,3.204
11339,2014,7,CUUR0000SAE2,Communication,2,53,3.761
11340,2014,7,CUUR0000SAG,Other goods and services,1,54,3.327
11341,2014,7,CUUR0000SEGA,Tobacco and smoking products,2,55,0.699
11342,2014,7,CUUR0000SAG1,Personal care goods and services,2,56,2.629
11343,2014,8,CUUR0000SA0,All items ,0,0,100.0
11344,2014,8,CUUR0000SAF,Food and beverages,1,1,14.949
11345,2014,8,CUUR0000SAF11,Food at home,2,2,8.259
11346,2014,8,CUUR0000SAF111,Cereals and bakery products,3,3,1.13
11347,2014,8,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.969
11348,2014,8,CUUR0000SEFJ,Dairy and related products,3,5,0.874
11349,2014,8,CUUR0000SAF113,Fruits and vegetables,3,6,1.333
11350,2014,8,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.935
11351,2014,8,CUUR0000SAF115,Other food at home,3,8,2.021
11352,2014,8,CUUR0000SEFV,Food away from home,2,9,5.691
11353,2014,8,CUUR0000SAF116,Alcoholic beverages,2,10,0.998
11354,2014,8,CUUR0000SAH,Housing,1,11,41.619
11355,2014,8,CUUR0000SAH1,Shelter,2,12,32.066
11356,2014,8,CUUR0000SEHA,Rent of primary residence,3,13,6.971
11357,2014,8,CUUR0000SEHB,Lodging away from home,3,14,0.93
11358,2014,8,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.412
11359,2014,8,CUUR0000SEHD,Tenants and household insurance,3,16,0.366
11360,2014,8,CUUR0000SAH2,Fuels and utilities,2,17,5.4
11361,2014,8,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.258
11362,2014,8,CUUR0000SEHF,Energy services,3,19,3.954
11363,2014,8,CUUR0000SEHG,Water and Sewer Services,3,20,1.188
11364,2014,8,CUUR0000SAH3,Household furnishings and operations,2,21,4.153
11365,2014,8,CUUR0000SAA,Apparel,1,22,3.348
11366,2014,8,CUUR0000SAA1,Men's and boys' apparel,2,23,0.84
11367,2014,8,CUUR0000SAA2,Women's and girls' apparel,2,24,1.442
11368,2014,8,CUUR0000SEAE,Footwear,2,25,0.713
11369,2014,8,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.132
11370,2014,8,CUUR0000SEAG,Jewelry and watches,2,27,0.223
11371,2014,8,CUUR0000SAT,Transportation,1,28,16.492
11372,2014,8,CUUR0000SAT1,Private Transportation,2,29,15.368
11373,2014,8,CUUR0000SETA,New and used motor vehicles,3,30,5.753
11374,2014,8,CUUR0000SETB,Motor fuel,3,31,5.271
11375,2014,8,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.43
11376,2014,8,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.143
11377,2014,8,CUUR0000SETE,Motor vehicle insurance,3,34,2.213
11378,2014,8,CUUR0000SETF,Motor vehicle fees,3,35,0.559
11379,2014,8,CUUR0000SETG,Public transportation,2,36,1.124
11380,2014,8,CUUR0000SETG01,Airline fare,3,37,0.713
11381,2014,8,CUUR0000SETG02,Other intercity transportation,3,38,0.152
11382,2014,8,CUUR0000SETG03,Intracity transportation,3,39,0.255
11383,2014,8,CUUR0000SAM,Medical care,1,40,7.549
11384,2014,8,CUUR0000SAM1,Medical care commodities,2,41,1.724
11385,2014,8,CUUR0000SAM2,Medical care services,2,42,5.825
11386,2014,8,CUUR0000SAR,Recreation,1,43,5.699
11387,2014,8,CUUR0000SERA,Video and audio,2,44,1.834
11388,2014,8,CUUR0000SERB,"Pets, pet products and services",2,45,1.033
11389,2014,8,CUUR0000SERC,Sporting goods,2,46,0.4
11390,2014,8,CUUR0000SERD,Photography,2,47,0.122
11391,2014,8,CUUR0000SERE,Other recreational goods,2,48,0.386
11392,2014,8,CUUR0000SERF,Recreation services,2,49,1.708
11393,2014,8,CUUR0000SERG,Recreational reading materials,2,50,0.214
11394,2014,8,CUUR0000SAE,Education and communication,1,51,7.009
11395,2014,8,CUUR0000SAE1,Education,2,52,3.249
11396,2014,8,CUUR0000SAE2,Communication,2,53,3.76
11397,2014,8,CUUR0000SAG,Other goods and services,1,54,3.336
11398,2014,8,CUUR0000SEGA,Tobacco and smoking products,2,55,0.7
11399,2014,8,CUUR0000SAG1,Personal care goods and services,2,56,2.636
11400,2014,9,CUUR0000SA0,All items ,0,0,100.0
11401,2014,9,CUUR0000SAF,Food and beverages,1,1,14.984
11402,2014,9,CUUR0000SAF11,Food at home,2,2,8.282
11403,2014,9,CUUR0000SAF111,Cereals and bakery products,3,3,1.123
11404,2014,9,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.985
11405,2014,9,CUUR0000SEFJ,Dairy and related products,3,5,0.878
11406,2014,9,CUUR0000SAF113,Fruits and vegetables,3,6,1.341
11407,2014,9,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.937
11408,2014,9,CUUR0000SAF115,Other food at home,3,8,2.019
11409,2014,9,CUUR0000SEFV,Food away from home,2,9,5.705
11410,2014,9,CUUR0000SAF116,Alcoholic beverages,2,10,0.997
11411,2014,9,CUUR0000SAH,Housing,1,11,41.606
11412,2014,9,CUUR0000SAH1,Shelter,2,12,32.1
11413,2014,9,CUUR0000SEHA,Rent of primary residence,3,13,6.99
11414,2014,9,CUUR0000SEHB,Lodging away from home,3,14,0.905
11415,2014,9,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.448
11416,2014,9,CUUR0000SEHD,Tenants and household insurance,3,16,0.367
11417,2014,9,CUUR0000SAH2,Fuels and utilities,2,17,5.362
11418,2014,9,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.255
11419,2014,9,CUUR0000SEHF,Energy services,3,19,3.918
11420,2014,9,CUUR0000SEHG,Water and Sewer Services,3,20,1.188
11421,2014,9,CUUR0000SAH3,Household furnishings and operations,2,21,4.145
11422,2014,9,CUUR0000SAA,Apparel,1,22,3.468
11423,2014,9,CUUR0000SAA1,Men's and boys' apparel,2,23,0.859
11424,2014,9,CUUR0000SAA2,Women's and girls' apparel,2,24,1.52
11425,2014,9,CUUR0000SEAE,Footwear,2,25,0.732
11426,2014,9,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.134
11427,2014,9,CUUR0000SEAG,Jewelry and watches,2,27,0.224
11428,2014,9,CUUR0000SAT,Transportation,1,28,16.336
11429,2014,9,CUUR0000SAT1,Private Transportation,2,29,15.222
11430,2014,9,CUUR0000SETA,New and used motor vehicles,3,30,5.721
11431,2014,9,CUUR0000SETB,Motor fuel,3,31,5.155
11432,2014,9,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.428
11433,2014,9,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.147
11434,2014,9,CUUR0000SETE,Motor vehicle insurance,3,34,2.217
11435,2014,9,CUUR0000SETF,Motor vehicle fees,3,35,0.554
11436,2014,9,CUUR0000SETG,Public transportation,2,36,1.115
11437,2014,9,CUUR0000SETG01,Airline fare,3,37,0.705
11438,2014,9,CUUR0000SETG02,Other intercity transportation,3,38,0.15
11439,2014,9,CUUR0000SETG03,Intracity transportation,3,39,0.256
11440,2014,9,CUUR0000SAM,Medical care,1,40,7.557
11441,2014,9,CUUR0000SAM1,Medical care commodities,2,41,1.731
11442,2014,9,CUUR0000SAM2,Medical care services,2,42,5.826
11443,2014,9,CUUR0000SAR,Recreation,1,43,5.693
11444,2014,9,CUUR0000SERA,Video and audio,2,44,1.833
11445,2014,9,CUUR0000SERB,"Pets, pet products and services",2,45,1.038
11446,2014,9,CUUR0000SERC,Sporting goods,2,46,0.401
11447,2014,9,CUUR0000SERD,Photography,2,47,0.123
11448,2014,9,CUUR0000SERE,Other recreational goods,2,48,0.382
11449,2014,9,CUUR0000SERF,Recreation services,2,49,1.7
11450,2014,9,CUUR0000SERG,Recreational reading materials,2,50,0.213
11451,2014,9,CUUR0000SAE,Education and communication,1,51,7.021
11452,2014,9,CUUR0000SAE1,Education,2,52,3.271
11453,2014,9,CUUR0000SAE2,Communication,2,53,3.75
11454,2014,9,CUUR0000SAG,Other goods and services,1,54,3.335
11455,2014,9,CUUR0000SEGA,Tobacco and smoking products,2,55,0.699
11456,2014,9,CUUR0000SAG1,Personal care goods and services,2,56,2.636
11457,2014,10,CUUR0000SA0,All items ,0,0,100.0
11458,2014,10,CUUR0000SAF,Food and beverages,1,1,15.054
11459,2014,10,CUUR0000SAF11,Food at home,2,2,8.322
11460,2014,10,CUUR0000SAF111,Cereals and bakery products,3,3,1.128
11461,2014,10,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.983
11462,2014,10,CUUR0000SEFJ,Dairy and related products,3,5,0.885
11463,2014,10,CUUR0000SAF113,Fruits and vegetables,3,6,1.364
11464,2014,10,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.946
11465,2014,10,CUUR0000SAF115,Other food at home,3,8,2.016
11466,2014,10,CUUR0000SEFV,Food away from home,2,9,5.731
11467,2014,10,CUUR0000SAF116,Alcoholic beverages,2,10,1.001
11468,2014,10,CUUR0000SAH,Housing,1,11,41.668
11469,2014,10,CUUR0000SAH1,Shelter,2,12,32.254
11470,2014,10,CUUR0000SEHA,Rent of primary residence,3,13,7.032
11471,2014,10,CUUR0000SEHB,Lodging away from home,3,14,0.892
11472,2014,10,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.566
11473,2014,10,CUUR0000SEHD,Tenants and household insurance,3,16,0.367
11474,2014,10,CUUR0000SAH2,Fuels and utilities,2,17,5.238
11475,2014,10,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.25
11476,2014,10,CUUR0000SEHF,Energy services,3,19,3.789
11477,2014,10,CUUR0000SEHG,Water and Sewer Services,3,20,1.198
11478,2014,10,CUUR0000SAH3,Household furnishings and operations,2,21,4.176
11479,2014,10,CUUR0000SAA,Apparel,1,22,3.52
11480,2014,10,CUUR0000SAA1,Men's and boys' apparel,2,23,0.869
11481,2014,10,CUUR0000SAA2,Women's and girls' apparel,2,24,1.556
11482,2014,10,CUUR0000SEAE,Footwear,2,25,0.74
11483,2014,10,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.136
11484,2014,10,CUUR0000SEAG,Jewelry and watches,2,27,0.22
11485,2014,10,CUUR0000SAT,Transportation,1,28,16.093
11486,2014,10,CUUR0000SAT1,Private Transportation,2,29,14.954
11487,2014,10,CUUR0000SETA,New and used motor vehicles,3,30,5.715
11488,2014,10,CUUR0000SETB,Motor fuel,3,31,4.846
11489,2014,10,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.429
11490,2014,10,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.153
11491,2014,10,CUUR0000SETE,Motor vehicle insurance,3,34,2.252
11492,2014,10,CUUR0000SETF,Motor vehicle fees,3,35,0.557
11493,2014,10,CUUR0000SETG,Public transportation,2,36,1.14
11494,2014,10,CUUR0000SETG01,Airline fare,3,37,0.729
11495,2014,10,CUUR0000SETG02,Other intercity transportation,3,38,0.15
11496,2014,10,CUUR0000SETG03,Intracity transportation,3,39,0.257
11497,2014,10,CUUR0000SAM,Medical care,1,40,7.584
11498,2014,10,CUUR0000SAM1,Medical care commodities,2,41,1.735
11499,2014,10,CUUR0000SAM2,Medical care services,2,42,5.849
11500,2014,10,CUUR0000SAR,Recreation,1,43,5.713
11501,2014,10,CUUR0000SERA,Video and audio,2,44,1.843
11502,2014,10,CUUR0000SERB,"Pets, pet products and services",2,45,1.042
11503,2014,10,CUUR0000SERC,Sporting goods,2,46,0.402
11504,2014,10,CUUR0000SERD,Photography,2,47,0.121
11505,2014,10,CUUR0000SERE,Other recreational goods,2,48,0.381
11506,2014,10,CUUR0000SERF,Recreation services,2,49,1.704
11507,2014,10,CUUR0000SERG,Recreational reading materials,2,50,0.217
11508,2014,10,CUUR0000SAE,Education and communication,1,51,7.015
11509,2014,10,CUUR0000SAE1,Education,2,52,3.286
11510,2014,10,CUUR0000SAE2,Communication,2,53,3.728
11511,2014,10,CUUR0000SAG,Other goods and services,1,54,3.354
11512,2014,10,CUUR0000SEGA,Tobacco and smoking products,2,55,0.705
11513,2014,10,CUUR0000SAG1,Personal care goods and services,2,56,2.649
11514,2014,11,CUUR0000SA0,All items ,0,0,100.0
11515,2014,11,CUUR0000SAF,Food and beverages,1,1,15.143
11516,2014,11,CUUR0000SAF11,Food at home,2,2,8.348
11517,2014,11,CUUR0000SAF111,Cereals and bakery products,3,3,1.131
11518,2014,11,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,1.998
11519,2014,11,CUUR0000SEFJ,Dairy and related products,3,5,0.888
11520,2014,11,CUUR0000SAF113,Fruits and vegetables,3,6,1.355
11521,2014,11,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.952
11522,2014,11,CUUR0000SAF115,Other food at home,3,8,2.025
11523,2014,11,CUUR0000SEFV,Food away from home,2,9,5.783
11524,2014,11,CUUR0000SAF116,Alcoholic beverages,2,10,1.013
11525,2014,11,CUUR0000SAH,Housing,1,11,41.873
11526,2014,11,CUUR0000SAH1,Shelter,2,12,32.482
11527,2014,11,CUUR0000SEHA,Rent of primary residence,3,13,7.099
11528,2014,11,CUUR0000SEHB,Lodging away from home,3,14,0.852
11529,2014,11,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.752
11530,2014,11,CUUR0000SEHD,Tenants and household insurance,3,16,0.37
11531,2014,11,CUUR0000SAH2,Fuels and utilities,2,17,5.21
11532,2014,11,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.246
11533,2014,11,CUUR0000SEHF,Energy services,3,19,3.753
11534,2014,11,CUUR0000SEHG,Water and Sewer Services,3,20,1.21
11535,2014,11,CUUR0000SAH3,Household furnishings and operations,2,21,4.182
11536,2014,11,CUUR0000SAA,Apparel,1,22,3.461
11537,2014,11,CUUR0000SAA1,Men's and boys' apparel,2,23,0.865
11538,2014,11,CUUR0000SAA2,Women's and girls' apparel,2,24,1.515
11539,2014,11,CUUR0000SEAE,Footwear,2,25,0.731
11540,2014,11,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.136
11541,2014,11,CUUR0000SEAG,Jewelry and watches,2,27,0.215
11542,2014,11,CUUR0000SAT,Transportation,1,28,15.743
11543,2014,11,CUUR0000SAT1,Private Transportation,2,29,14.584
11544,2014,11,CUUR0000SETA,New and used motor vehicles,3,30,5.709
11545,2014,11,CUUR0000SETB,Motor fuel,3,31,4.444
11546,2014,11,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.431
11547,2014,11,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.161
11548,2014,11,CUUR0000SETE,Motor vehicle insurance,3,34,2.279
11549,2014,11,CUUR0000SETF,Motor vehicle fees,3,35,0.561
11550,2014,11,CUUR0000SETG,Public transportation,2,36,1.159
11551,2014,11,CUUR0000SETG01,Airline fare,3,37,0.743
11552,2014,11,CUUR0000SETG02,Other intercity transportation,3,38,0.154
11553,2014,11,CUUR0000SETG03,Intracity transportation,3,39,0.258
11554,2014,11,CUUR0000SAM,Medical care,1,40,7.65
11555,2014,11,CUUR0000SAM1,Medical care commodities,2,41,1.751
11556,2014,11,CUUR0000SAM2,Medical care services,2,42,5.899
11557,2014,11,CUUR0000SAR,Recreation,1,43,5.725
11558,2014,11,CUUR0000SERA,Video and audio,2,44,1.841
11559,2014,11,CUUR0000SERB,"Pets, pet products and services",2,45,1.05
11560,2014,11,CUUR0000SERC,Sporting goods,2,46,0.401
11561,2014,11,CUUR0000SERD,Photography,2,47,0.121
11562,2014,11,CUUR0000SERE,Other recreational goods,2,48,0.379
11563,2014,11,CUUR0000SERF,Recreation services,2,49,1.714
11564,2014,11,CUUR0000SERG,Recreational reading materials,2,50,0.218
11565,2014,11,CUUR0000SAE,Education and communication,1,51,7.037
11566,2014,11,CUUR0000SAE1,Education,2,52,3.307
11567,2014,11,CUUR0000SAE2,Communication,2,53,3.731
11568,2014,11,CUUR0000SAG,Other goods and services,1,54,3.368
11569,2014,11,CUUR0000SEGA,Tobacco and smoking products,2,55,0.709
11570,2014,11,CUUR0000SAG1,Personal care goods and services,2,56,2.659
11571,2014,12,CUUR0000SA0,All items ,0,0,100.0
11572,2014,12,CUUR0000SAF,Food and beverages,1,1,15.272
11573,2014,12,CUUR0000SAF11,Food at home,2,2,8.426
11574,2014,12,CUUR0000SAF111,Cereals and bakery products,3,3,1.138
11575,2014,12,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.014
11576,2014,12,CUUR0000SEFJ,Dairy and related products,3,5,0.898
11577,2014,12,CUUR0000SAF113,Fruits and vegetables,3,6,1.379
11578,2014,12,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,0.955
11579,2014,12,CUUR0000SAF115,Other food at home,3,8,2.043
11580,2014,12,CUUR0000SEFV,Food away from home,2,9,5.83
11581,2014,12,CUUR0000SAF116,Alcoholic beverages,2,10,1.015
11582,2014,12,CUUR0000SAH,Housing,1,11,42.173
11583,2014,12,CUUR0000SAH1,Shelter,2,12,32.711
11584,2014,12,CUUR0000SEHA,Rent of primary residence,3,13,7.159
11585,2014,12,CUUR0000SEHB,Lodging away from home,3,14,0.839
11586,2014,12,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,22.919
11587,2014,12,CUUR0000SEHD,Tenants and household insurance,3,16,0.375
11588,2014,12,CUUR0000SAH2,Fuels and utilities,2,17,5.273
11589,2014,12,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.235
11590,2014,12,CUUR0000SEHF,Energy services,3,19,3.815
11591,2014,12,CUUR0000SEHG,Water and Sewer Services,3,20,1.222
11592,2014,12,CUUR0000SAH3,Household furnishings and operations,2,21,4.19
11593,2014,12,CUUR0000SAA,Apparel,1,22,3.343
11594,2014,12,CUUR0000SAA1,Men's and boys' apparel,2,23,0.834
11595,2014,12,CUUR0000SAA2,Women's and girls' apparel,2,24,1.439
11596,2014,12,CUUR0000SEAE,Footwear,2,25,0.724
11597,2014,12,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.136
11598,2014,12,CUUR0000SEAG,Jewelry and watches,2,27,0.211
11599,2014,12,CUUR0000SAT,Transportation,1,28,15.29
11600,2014,12,CUUR0000SAT1,Private Transportation,2,29,14.167
