,year,month,series_id,series_desc,level,order,value
9443,2011,10,CUUR0000SETG02,Other intercity transportation,3,38,150.619
9444,2011,10,CUUR0000SETG03,Intracity transportation,3,39,274.947
9445,2011,10,CUUR0000SAM,Medical care,1,40,403.43
9446,2011,10,CUUR0000SAM1,Medical care commodities,2,41,325.962
9447,2011,10,CUUR0000SAM2,Medical care services,2,42,427.467
9448,2011,10,CUUR0000SAR,Recreation,1,43,113.27
9449,2011,10,CUUR0000SERA,Video and audio,2,44,98.572
9450,2011,10,CUUR0000SERB,"Pets, pet products and services",2,45,160.074
9451,2011,10,CUUR0000SERC,Sporting goods,2,46,118.308
9452,2011,10,CUUR0000SERD,Photography,2,47,80.239
9453,2011,10,CUUR0000SERE,Other recreational goods,2,48,55.06
9454,2011,10,CUUR0000SERF,Recreation services,2,49,144.381
9455,2011,10,CUUR0000SERG,Recreational reading materials,2,50,219.514
9456,2011,10,CUUR0000SAE,Education and communication,1,51,132.755
9457,2011,10,CUUR0000SAE1,Education,2,52,212.68
9458,2011,10,CUUR0000SAE2,Communication,2,53,83.049
9459,2011,10,CUUR0000SAG,Other goods and services,1,54,389.119
9460,2011,10,CUUR0000SEGA,Tobacco and smoking products,2,55,842.785
9461,2011,10,CUUR0000SAG1,Personal care goods and services,2,56,209.232
9462,2011,11,CUUR0000SA0,All items ,0,0,226.23
9463,2011,11,CUUR0000SAF,Food and beverages,1,1,230.656
9464,2011,11,CUUR0000SAF11,Food at home,2,2,229.38
9465,2011,11,CUUR0000SAF111,Cereals and bakery products,3,3,265.552
9466,2011,11,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,227.583
9467,2011,11,CUUR0000SEFJ,Dairy and related products,3,5,218.767
9468,2011,11,CUUR0000SAF113,Fruits and vegetables,3,6,282.605
9469,2011,11,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,168.606
9470,2011,11,CUUR0000SAF115,Other food at home,3,8,199.924
9471,2011,11,CUUR0000SEFV,Food away from home,2,9,234.046
9472,2011,11,CUUR0000SAF116,Alcoholic beverages,2,10,227.363
9473,2011,11,CUUR0000SAH,Housing,1,11,219.969
9474,2011,11,CUUR0000SAH1,Shelter,2,12,253.312
9475,2011,11,CUUR0000SEHA,Rent of primary residence,3,13,256.367
9476,2011,11,CUUR0000SEHB,Lodging away from home,3,14,130.687
9477,2011,11,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,261.479
9478,2011,11,CUUR0000SEHD,Tenants and household insurance,3,16,128.777
9479,2011,11,CUUR0000SAH2,Fuels and utilities,2,17,218.199
9480,2011,11,CUUR0000SEHE,Fuel oil and other fuels,3,18,342.823
9481,2011,11,CUUR0000SEHF,Energy services,3,19,190.572
9482,2011,11,CUUR0000SEHG,Water and Sewer Services,3,20,182.254
9483,2011,11,CUUR0000SAH3,Household furnishings and operations,2,21,125.073
9484,2011,11,CUUR0000SAA,Apparel,1,22,127.285
9485,2011,11,CUUR0000SAA1,Men's and boys' apparel,2,23,119.93
9486,2011,11,CUUR0000SAA2,Women's and girls' apparel,2,24,115.603
9487,2011,11,CUUR0000SEAE,Footwear,2,25,130.293
9488,2011,11,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,118.775
9489,2011,11,CUUR0000SEAG,Jewelry and watches,2,27,167.348
9490,2011,11,CUUR0000SAT,Transportation,1,28,211.358
9491,2011,11,CUUR0000SAT1,Private Transportation,2,29,206.635
9492,2011,11,CUUR0000SETA,New and used motor vehicles,3,30,100.021
9493,2011,11,CUUR0000SETB,Motor fuel,3,31,294.049
9494,2011,11,CUUR0000SETC,Motor vehicle parts and equipment,3,32,146.338
9495,2011,11,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,255.663
9496,2011,11,CUUR0000SETE,Motor vehicle insurance,3,34,395.491
9497,2011,11,CUUR0000SETF,Motor vehicle fees,3,35,168.927
9498,2011,11,CUUR0000SETG,Public transportation,2,36,268.478
9499,2011,11,CUUR0000SETG01,Airline fare,3,37,302.635
9500,2011,11,CUUR0000SETG02,Other intercity transportation,3,38,150.743
9501,2011,11,CUUR0000SETG03,Intracity transportation,3,39,275.614
9502,2011,11,CUUR0000SAM,Medical care,1,40,404.858
9503,2011,11,CUUR0000SAM1,Medical care commodities,2,41,326.624
9504,2011,11,CUUR0000SAM2,Medical care services,2,42,429.191
9505,2011,11,CUUR0000SAR,Recreation,1,43,113.232
9506,2011,11,CUUR0000SERA,Video and audio,2,44,98.315
9507,2011,11,CUUR0000SERB,"Pets, pet products and services",2,45,160.394
9508,2011,11,CUUR0000SERC,Sporting goods,2,46,117.903
9509,2011,11,CUUR0000SERD,Photography,2,47,80.195
9510,2011,11,CUUR0000SERE,Other recreational goods,2,48,54.403
9511,2011,11,CUUR0000SERF,Recreation services,2,49,144.899
9512,2011,11,CUUR0000SERG,Recreational reading materials,2,50,220.555
9513,2011,11,CUUR0000SAE,Education and communication,1,51,132.75
9514,2011,11,CUUR0000SAE1,Education,2,52,212.751
9515,2011,11,CUUR0000SAE2,Communication,2,53,83.016
9516,2011,11,CUUR0000SAG,Other goods and services,1,54,390.761
9517,2011,11,CUUR0000SEGA,Tobacco and smoking products,2,55,843.604
9518,2011,11,CUUR0000SAG1,Personal care goods and services,2,56,210.354
9519,2011,12,CUUR0000SA0,All items ,0,0,225.672
9520,2011,12,CUUR0000SAF,Food and beverages,1,1,231.13
9521,2011,12,CUUR0000SAF11,Food at home,2,2,229.982
9522,2011,12,CUUR0000SAF111,Cereals and bakery products,3,3,265.997
9523,2011,12,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,228.853
9524,2011,12,CUUR0000SEFJ,Dairy and related products,3,5,218.458
9525,2011,12,CUUR0000SAF113,Fruits and vegetables,3,6,283.55
9526,2011,12,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,168.52
9527,2011,12,CUUR0000SAF115,Other food at home,3,8,200.566
9528,2011,12,CUUR0000SEFV,Food away from home,2,9,234.435
9529,2011,12,CUUR0000SAF116,Alcoholic beverages,2,10,227.335
9530,2011,12,CUUR0000SAH,Housing,1,11,220.193
9531,2011,12,CUUR0000SAH1,Shelter,2,12,253.716
9532,2011,12,CUUR0000SEHA,Rent of primary residence,3,13,257.189
9533,2011,12,CUUR0000SEHB,Lodging away from home,3,14,128.131
9534,2011,12,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,261.96
9535,2011,12,CUUR0000SEHD,Tenants and household insurance,3,16,129.48
9536,2011,12,CUUR0000SAH2,Fuels and utilities,2,17,217.674
9537,2011,12,CUUR0000SEHE,Fuel oil and other fuels,3,18,340.512
9538,2011,12,CUUR0000SEHF,Energy services,3,19,189.891
9539,2011,12,CUUR0000SEHG,Water and Sewer Services,3,20,182.758
9540,2011,12,CUUR0000SAH3,Household furnishings and operations,2,21,125.17
9541,2011,12,CUUR0000SAA,Apparel,1,22,123.47
9542,2011,12,CUUR0000SAA1,Men's and boys' apparel,2,23,115.997
9543,2011,12,CUUR0000SAA2,Women's and girls' apparel,2,24,110.918
9544,2011,12,CUUR0000SEAE,Footwear,2,25,128.208
9545,2011,12,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,118.032
9546,2011,12,CUUR0000SEAG,Jewelry and watches,2,27,165.037
9547,2011,12,CUUR0000SAT,Transportation,1,28,208.585
9548,2011,12,CUUR0000SAT1,Private Transportation,2,29,203.809
9549,2011,12,CUUR0000SETA,New and used motor vehicles,3,30,99.795
9550,2011,12,CUUR0000SETB,Motor fuel,3,31,282.501
9551,2011,12,CUUR0000SETC,Motor vehicle parts and equipment,3,32,147.499
9552,2011,12,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,255.644
9553,2011,12,CUUR0000SETE,Motor vehicle insurance,3,34,396.193
9554,2011,12,CUUR0000SETF,Motor vehicle fees,3,35,169.269
9555,2011,12,CUUR0000SETG,Public transportation,2,36,266.958
9556,2011,12,CUUR0000SETG01,Airline fare,3,37,299.315
9557,2011,12,CUUR0000SETG02,Other intercity transportation,3,38,152.822
9558,2011,12,CUUR0000SETG03,Intracity transportation,3,39,275.715
9559,2011,12,CUUR0000SAM,Medical care,1,40,405.629
9560,2011,12,CUUR0000SAM1,Medical care commodities,2,41,327.254
9561,2011,12,CUUR0000SAM2,Medical care services,2,42,430.005
9562,2011,12,CUUR0000SAR,Recreation,1,43,113.499
9563,2011,12,CUUR0000SERA,Video and audio,2,44,98.225
9564,2011,12,CUUR0000SERB,"Pets, pet products and services",2,45,160.427
9565,2011,12,CUUR0000SERC,Sporting goods,2,46,117.64
9566,2011,12,CUUR0000SERD,Photography,2,47,79.602
9567,2011,12,CUUR0000SERE,Other recreational goods,2,48,54.431
9568,2011,12,CUUR0000SERF,Recreation services,2,49,146.309
9569,2011,12,CUUR0000SERG,Recreational reading materials,2,50,221.146
9570,2011,12,CUUR0000SAE,Education and communication,1,51,132.728
9571,2011,12,CUUR0000SAE1,Education,2,52,212.745
9572,2011,12,CUUR0000SAE2,Communication,2,53,82.99
9573,2011,12,CUUR0000SAG,Other goods and services,1,54,391.043
9574,2011,12,CUUR0000SEGA,Tobacco and smoking products,2,55,847.063
9575,2011,12,CUUR0000SAG1,Personal care goods and services,2,56,210.257
9576,2012,1,CUUR0000SA0,All items ,0,0,226.665
9577,2012,1,CUUR0000SAF,Food and beverages,1,1,232.559
9578,2012,1,CUUR0000SAF11,Food at home,2,2,231.694
9579,2012,1,CUUR0000SAF111,Cereals and bakery products,3,3,266.677
9580,2012,1,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,229.809
9581,2012,1,CUUR0000SEFJ,Dairy and related products,3,5,220.492
9582,2012,1,CUUR0000SAF113,Fruits and vegetables,3,6,285.437
9583,2012,1,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,170.454
9584,2012,1,CUUR0000SAF115,Other food at home,3,8,202.756
9585,2012,1,CUUR0000SEFV,Food away from home,2,9,235.268
9586,2012,1,CUUR0000SAF116,Alcoholic beverages,2,10,229.704
9587,2012,1,CUUR0000SAH,Housing,1,11,220.805
9588,2012,1,CUUR0000SAH1,Shelter,2,12,254.409
9589,2012,1,CUUR0000SEHA,Rent of primary residence,3,13,257.714
9590,2012,1,CUUR0000SEHB,Lodging away from home,3,14,131.601
9591,2012,1,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,262.522
9592,2012,1,CUUR0000SEHD,Tenants and household insurance,3,16,129.929
9593,2012,1,CUUR0000SAH2,Fuels and utilities,2,17,218.199
9594,2012,1,CUUR0000SEHE,Fuel oil and other fuels,3,18,344.644
9595,2012,1,CUUR0000SEHF,Energy services,3,19,189.942
9596,2012,1,CUUR0000SEHG,Water and Sewer Services,3,20,183.984
9597,2012,1,CUUR0000SAH3,Household furnishings and operations,2,21,125.629
9598,2012,1,CUUR0000SAA,Apparel,1,22,122.105
9599,2012,1,CUUR0000SAA1,Men's and boys' apparel,2,23,116.409
9600,2012,1,CUUR0000SAA2,Women's and girls' apparel,2,24,107.644
9601,2012,1,CUUR0000SEAE,Footwear,2,25,126.915
9602,2012,1,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,118.399
9603,2012,1,CUUR0000SEAG,Jewelry and watches,2,27,169.256
9604,2012,1,CUUR0000SAT,Transportation,1,28,210.799
9605,2012,1,CUUR0000SAT1,Private Transportation,2,29,206.307
9606,2012,1,CUUR0000SETA,New and used motor vehicles,3,30,99.659
9607,2012,1,CUUR0000SETB,Motor fuel,3,31,292.236
9608,2012,1,CUUR0000SETC,Motor vehicle parts and equipment,3,32,148.126
9609,2012,1,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,256.405
9610,2012,1,CUUR0000SETE,Motor vehicle insurance,3,34,395.974
9611,2012,1,CUUR0000SETF,Motor vehicle fees,3,35,171.627
9612,2012,1,CUUR0000SETG,Public transportation,2,36,263.968
9613,2012,1,CUUR0000SETG01,Airline fare,3,37,295.429
9614,2012,1,CUUR0000SETG02,Other intercity transportation,3,38,149.44
9615,2012,1,CUUR0000SETG03,Intracity transportation,3,39,275.852
9616,2012,1,CUUR0000SAM,Medical care,1,40,408.056
9617,2012,1,CUUR0000SAM1,Medical care commodities,2,41,329.201
9618,2012,1,CUUR0000SAM2,Medical care services,2,42,432.583
9619,2012,1,CUUR0000SAR,Recreation,1,43,114.183
9620,2012,1,CUUR0000SERA,Video and audio,2,44,98.743
9621,2012,1,CUUR0000SERB,"Pets, pet products and services",2,45,160.709
9622,2012,1,CUUR0000SERC,Sporting goods,2,46,117.882
9623,2012,1,CUUR0000SERD,Photography,2,47,79.078
9624,2012,1,CUUR0000SERE,Other recreational goods,2,48,54.892
9625,2012,1,CUUR0000SERF,Recreation services,2,49,147.907
9626,2012,1,CUUR0000SERG,Recreational reading materials,2,50,222.235
9627,2012,1,CUUR0000SAE,Education and communication,1,51,133.067
9628,2012,1,CUUR0000SAE1,Education,2,52,213.067
9629,2012,1,CUUR0000SAE2,Communication,2,53,83.28
9630,2012,1,CUUR0000SAG,Other goods and services,1,54,391.382
9631,2012,1,CUUR0000SEGA,Tobacco and smoking products,2,55,851.016
9632,2012,1,CUUR0000SAG1,Personal care goods and services,2,56,210.299
9633,2012,2,CUUR0000SA0,All items ,0,0,227.663
9634,2012,2,CUUR0000SAF,Food and beverages,1,1,232.453
9635,2012,2,CUUR0000SAF11,Food at home,2,2,231.18
9636,2012,2,CUUR0000SAF111,Cereals and bakery products,3,3,267.821
9637,2012,2,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,228.61
9638,2012,2,CUUR0000SEFJ,Dairy and related products,3,5,219.377
9639,2012,2,CUUR0000SAF113,Fruits and vegetables,3,6,281.072
9640,2012,2,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,169.758
9641,2012,2,CUUR0000SAF115,Other food at home,3,8,204.001
9642,2012,2,CUUR0000SEFV,Food away from home,2,9,235.603
9643,2012,2,CUUR0000SAF116,Alcoholic beverages,2,10,230.704
9644,2012,2,CUUR0000SAH,Housing,1,11,221.117
9645,2012,2,CUUR0000SAH1,Shelter,2,12,254.931
9646,2012,2,CUUR0000SEHA,Rent of primary residence,3,13,258.184
9647,2012,2,CUUR0000SEHB,Lodging away from home,3,14,136.832
9648,2012,2,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,262.788
9649,2012,2,CUUR0000SEHD,Tenants and household insurance,3,16,129.158
9650,2012,2,CUUR0000SAH2,Fuels and utilities,2,17,217.189
9651,2012,2,CUUR0000SEHE,Fuel oil and other fuels,3,18,350.482
9652,2012,2,CUUR0000SEHF,Energy services,3,19,187.962
9653,2012,2,CUUR0000SEHG,Water and Sewer Services,3,20,185.499
9654,2012,2,CUUR0000SAH3,Household furnishings and operations,2,21,126.18
9655,2012,2,CUUR0000SAA,Apparel,1,22,123.312
9656,2012,2,CUUR0000SAA1,Men's and boys' apparel,2,23,116.4
9657,2012,2,CUUR0000SAA2,Women's and girls' apparel,2,24,110.044
9658,2012,2,CUUR0000SEAE,Footwear,2,25,127.668
9659,2012,2,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,118.161
9660,2012,2,CUUR0000SEAG,Jewelry and watches,2,27,168.605
9661,2012,2,CUUR0000SAT,Transportation,1,28,214.429
9662,2012,2,CUUR0000SAT1,Private Transportation,2,29,210.013
9663,2012,2,CUUR0000SETA,New and used motor vehicles,3,30,99.889
9664,2012,2,CUUR0000SETB,Motor fuel,3,31,306.348
9665,2012,2,CUUR0000SETC,Motor vehicle parts and equipment,3,32,148.23
9666,2012,2,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,256.968
9667,2012,2,CUUR0000SETE,Motor vehicle insurance,3,34,395.516
9668,2012,2,CUUR0000SETF,Motor vehicle fees,3,35,171.459
9669,2012,2,CUUR0000SETG,Public transportation,2,36,265.83
9670,2012,2,CUUR0000SETG01,Airline fare,3,37,298.477
9671,2012,2,CUUR0000SETG02,Other intercity transportation,3,38,148.55
9672,2012,2,CUUR0000SETG03,Intracity transportation,3,39,277.207
9673,2012,2,CUUR0000SAM,Medical care,1,40,410.466
9674,2012,2,CUUR0000SAM1,Medical care commodities,2,41,331.867
9675,2012,2,CUUR0000SAM2,Medical care services,2,42,434.832
9676,2012,2,CUUR0000SAR,Recreation,1,43,114.333
9677,2012,2,CUUR0000SERA,Video and audio,2,44,99.371
9678,2012,2,CUUR0000SERB,"Pets, pet products and services",2,45,161.251
9679,2012,2,CUUR0000SERC,Sporting goods,2,46,118.586
9680,2012,2,CUUR0000SERD,Photography,2,47,79.287
9681,2012,2,CUUR0000SERE,Other recreational goods,2,48,55.378
9682,2012,2,CUUR0000SERF,Recreation services,2,49,146.706
9683,2012,2,CUUR0000SERG,Recreational reading materials,2,50,221.215
9684,2012,2,CUUR0000SAE,Education and communication,1,51,133.199
9685,2012,2,CUUR0000SAE1,Education,2,52,213.039
9686,2012,2,CUUR0000SAE2,Communication,2,53,83.446
9687,2012,2,CUUR0000SAG,Other goods and services,1,54,391.236
9688,2012,2,CUUR0000SEGA,Tobacco and smoking products,2,55,847.88
9689,2012,2,CUUR0000SAG1,Personal care goods and services,2,56,210.33
9690,2012,3,CUUR0000SA0,All items ,0,0,229.392
9691,2012,3,CUUR0000SAF,Food and beverages,1,1,232.708
9692,2012,3,CUUR0000SAF11,Food at home,2,2,231.383
9693,2012,3,CUUR0000SAF111,Cereals and bakery products,3,3,267.101
9694,2012,3,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,230.485
9695,2012,3,CUUR0000SEFJ,Dairy and related products,3,5,219.131
9696,2012,3,CUUR0000SAF113,Fruits and vegetables,3,6,279.057
9697,2012,3,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,169.513
9698,2012,3,CUUR0000SAF115,Other food at home,3,8,204.574
9699,2012,3,CUUR0000SEFV,Food away from home,2,9,236.073
9700,2012,3,CUUR0000SAF116,Alcoholic beverages,2,10,230.193
9701,2012,3,CUUR0000SAH,Housing,1,11,221.487
9702,2012,3,CUUR0000SAH1,Shelter,2,12,255.609
9703,2012,3,CUUR0000SEHA,Rent of primary residence,3,13,258.569
9704,2012,3,CUUR0000SEHB,Lodging away from home,3,14,141.314
9705,2012,3,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,263.294
9706,2012,3,CUUR0000SEHD,Tenants and household insurance,3,16,129.978
9707,2012,3,CUUR0000SAH2,Fuels and utilities,2,17,216.667
9708,2012,3,CUUR0000SEHE,Fuel oil and other fuels,3,18,356.637
9709,2012,3,CUUR0000SEHF,Energy services,3,19,186.784
9710,2012,3,CUUR0000SEHG,Water and Sewer Services,3,20,186.28
9711,2012,3,CUUR0000SAH3,Household furnishings and operations,2,21,126.107
9712,2012,3,CUUR0000SAA,Apparel,1,22,127.258
9713,2012,3,CUUR0000SAA1,Men's and boys' apparel,2,23,119.297
9714,2012,3,CUUR0000SAA2,Women's and girls' apparel,2,24,115.566
9715,2012,3,CUUR0000SEAE,Footwear,2,25,130.077
9716,2012,3,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,119.881
9717,2012,3,CUUR0000SEAG,Jewelry and watches,2,27,169.554
9718,2012,3,CUUR0000SAT,Transportation,1,28,220.842
9719,2012,3,CUUR0000SAT1,Private Transportation,2,29,216.536
9720,2012,3,CUUR0000SETA,New and used motor vehicles,3,30,100.325
9721,2012,3,CUUR0000SETB,Motor fuel,3,31,330.834
9722,2012,3,CUUR0000SETC,Motor vehicle parts and equipment,3,32,148.298
9723,2012,3,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,256.616
9724,2012,3,CUUR0000SETE,Motor vehicle insurance,3,34,396.393
9725,2012,3,CUUR0000SETF,Motor vehicle fees,3,35,171.506
9726,2012,3,CUUR0000SETG,Public transportation,2,36,269.566
9727,2012,3,CUUR0000SETG01,Airline fare,3,37,303.843
9728,2012,3,CUUR0000SETG02,Other intercity transportation,3,38,149.394
9729,2012,3,CUUR0000SETG03,Intracity transportation,3,39,279.208
9730,2012,3,CUUR0000SAM,Medical care,1,40,411.498
9731,2012,3,CUUR0000SAM1,Medical care commodities,2,41,333.188
9732,2012,3,CUUR0000SAM2,Medical care services,2,42,435.721
9733,2012,3,CUUR0000SAR,Recreation,1,43,114.675
9734,2012,3,CUUR0000SERA,Video and audio,2,44,99.856
9735,2012,3,CUUR0000SERB,"Pets, pet products and services",2,45,161.992
9736,2012,3,CUUR0000SERC,Sporting goods,2,46,118.241
9737,2012,3,CUUR0000SERD,Photography,2,47,79.173
9738,2012,3,CUUR0000SERE,Other recreational goods,2,48,54.985
9739,2012,3,CUUR0000SERF,Recreation services,2,49,147.284
9740,2012,3,CUUR0000SERG,Recreational reading materials,2,50,222.84
9741,2012,3,CUUR0000SAE,Education and communication,1,51,133.235
9742,2012,3,CUUR0000SAE1,Education,2,52,213.132
9743,2012,3,CUUR0000SAE2,Communication,2,53,83.456
9744,2012,3,CUUR0000SAG,Other goods and services,1,54,392.364
9745,2012,3,CUUR0000SEGA,Tobacco and smoking products,2,55,845.76
9746,2012,3,CUUR0000SAG1,Personal care goods and services,2,56,211.289
9747,2012,4,CUUR0000SA0,All items ,0,0,230.085
9748,2012,4,CUUR0000SAF,Food and beverages,1,1,233.116
9749,2012,4,CUUR0000SAF11,Food at home,2,2,231.711
9750,2012,4,CUUR0000SAF111,Cereals and bakery products,3,3,268.014
9751,2012,4,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,230.967
9752,2012,4,CUUR0000SEFJ,Dairy and related products,3,5,216.918
9753,2012,4,CUUR0000SAF113,Fruits and vegetables,3,6,281.648
9754,2012,4,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,169.191
9755,2012,4,CUUR0000SAF115,Other food at home,3,8,204.864
9756,2012,4,CUUR0000SEFV,Food away from home,2,9,236.695
9757,2012,4,CUUR0000SAF116,Alcoholic beverages,2,10,230.092
9758,2012,4,CUUR0000SAH,Housing,1,11,221.682
9759,2012,4,CUUR0000SAH1,Shelter,2,12,256.031
9760,2012,4,CUUR0000SEHA,Rent of primary residence,3,13,258.922
9761,2012,4,CUUR0000SEHB,Lodging away from home,3,14,141.337
9762,2012,4,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,263.742
9763,2012,4,CUUR0000SEHD,Tenants and household insurance,3,16,130.881
9764,2012,4,CUUR0000SAH2,Fuels and utilities,2,17,216.006
9765,2012,4,CUUR0000SEHE,Fuel oil and other fuels,3,18,352.175
9766,2012,4,CUUR0000SEHF,Energy services,3,19,185.834
9767,2012,4,CUUR0000SEHG,Water and Sewer Services,3,20,187.473
9768,2012,4,CUUR0000SAH3,Household furnishings and operations,2,21,126.114
9769,2012,4,CUUR0000SAA,Apparel,1,22,128.485
9770,2012,4,CUUR0000SAA1,Men's and boys' apparel,2,23,121.179
9771,2012,4,CUUR0000SAA2,Women's and girls' apparel,2,24,116.905
9772,2012,4,CUUR0000SEAE,Footwear,2,25,131.848
9773,2012,4,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,119.19
9774,2012,4,CUUR0000SEAG,Jewelry and watches,2,27,167.079
9775,2012,4,CUUR0000SAT,Transportation,1,28,223.083
9776,2012,4,CUUR0000SAT1,Private Transportation,2,29,218.563
9777,2012,4,CUUR0000SETA,New and used motor vehicles,3,30,100.977
9778,2012,4,CUUR0000SETB,Motor fuel,3,31,336.673
9779,2012,4,CUUR0000SETC,Motor vehicle parts and equipment,3,32,148.327
9780,2012,4,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,256.544
9781,2012,4,CUUR0000SETE,Motor vehicle insurance,3,34,397.507
9782,2012,4,CUUR0000SETF,Motor vehicle fees,3,35,171.407
9783,2012,4,CUUR0000SETG,Public transportation,2,36,275.272
9784,2012,4,CUUR0000SETG01,Airline fare,3,37,312.845
9785,2012,4,CUUR0000SETG02,Other intercity transportation,3,38,151.337
9786,2012,4,CUUR0000SETG03,Intracity transportation,3,39,279.376
9787,2012,4,CUUR0000SAM,Medical care,1,40,412.48
9788,2012,4,CUUR0000SAM1,Medical care commodities,2,41,333.06
9789,2012,4,CUUR0000SAM2,Medical care services,2,42,437.151
9790,2012,4,CUUR0000SAR,Recreation,1,43,114.656
9791,2012,4,CUUR0000SERA,Video and audio,2,44,99.893
9792,2012,4,CUUR0000SERB,"Pets, pet products and services",2,45,162.159
9793,2012,4,CUUR0000SERC,Sporting goods,2,46,118.847
9794,2012,4,CUUR0000SERD,Photography,2,47,79.769
9795,2012,4,CUUR0000SERE,Other recreational goods,2,48,54.361
9796,2012,4,CUUR0000SERF,Recreation services,2,49,147.197
9797,2012,4,CUUR0000SERG,Recreational reading materials,2,50,223.182
9798,2012,4,CUUR0000SAE,Education and communication,1,51,133.284
9799,2012,4,CUUR0000SAE1,Education,2,52,213.13
9800,2012,4,CUUR0000SAE2,Communication,2,53,83.515
9801,2012,4,CUUR0000SAG,Other goods and services,1,54,393.32
9802,2012,4,CUUR0000SEGA,Tobacco and smoking products,2,55,847.032
9803,2012,4,CUUR0000SAG1,Personal care goods and services,2,56,211.865
9804,2012,5,CUUR0000SA0,All items ,0,0,229.815
9805,2012,5,CUUR0000SAF,Food and beverages,1,1,233.257
9806,2012,5,CUUR0000SAF11,Food at home,2,2,231.518
9807,2012,5,CUUR0000SAF111,Cereals and bakery products,3,3,268.653
9808,2012,5,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,229.351
9809,2012,5,CUUR0000SEFJ,Dairy and related products,3,5,216.096
9810,2012,5,CUUR0000SAF113,Fruits and vegetables,3,6,283.149
9811,2012,5,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,167.866
9812,2012,5,CUUR0000SAF115,Other food at home,3,8,205.554
9813,2012,5,CUUR0000SEFV,Food away from home,2,9,237.262
9814,2012,5,CUUR0000SAF116,Alcoholic beverages,2,10,230.766
9815,2012,5,CUUR0000SAH,Housing,1,11,221.971
9816,2012,5,CUUR0000SAH1,Shelter,2,12,256.442
9817,2012,5,CUUR0000SEHA,Rent of primary residence,3,13,259.231
9818,2012,5,CUUR0000SEHB,Lodging away from home,3,14,144.775
9819,2012,5,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,263.988
9820,2012,5,CUUR0000SEHD,Tenants and household insurance,3,16,131.132
9821,2012,5,CUUR0000SAH2,Fuels and utilities,2,17,216.388
9822,2012,5,CUUR0000SEHE,Fuel oil and other fuels,3,18,340.782
9823,2012,5,CUUR0000SEHF,Energy services,3,19,186.762
9824,2012,5,CUUR0000SEHG,Water and Sewer Services,3,20,187.788
9825,2012,5,CUUR0000SAH3,Household furnishings and operations,2,21,125.905
9826,2012,5,CUUR0000SAA,Apparel,1,22,127.688
9827,2012,5,CUUR0000SAA1,Men's and boys' apparel,2,23,121.265
9828,2012,5,CUUR0000SAA2,Women's and girls' apparel,2,24,115.35
9829,2012,5,CUUR0000SEAE,Footwear,2,25,132.409
9830,2012,5,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,118.963
9831,2012,5,CUUR0000SEAG,Jewelry and watches,2,27,164.487
9832,2012,5,CUUR0000SAT,Transportation,1,28,220.768
9833,2012,5,CUUR0000SAT1,Private Transportation,2,29,215.978
9834,2012,5,CUUR0000SETA,New and used motor vehicles,3,30,101.399
9835,2012,5,CUUR0000SETB,Motor fuel,3,31,324.589
9836,2012,5,CUUR0000SETC,Motor vehicle parts and equipment,3,32,148.54
9837,2012,5,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,257.372
9838,2012,5,CUUR0000SETE,Motor vehicle insurance,3,34,398.478
9839,2012,5,CUUR0000SETF,Motor vehicle fees,3,35,171.528
9840,2012,5,CUUR0000SETG,Public transportation,2,36,277.929
9841,2012,5,CUUR0000SETG01,Airline fare,3,37,317.066
